la_code,claims,outright_orders,repossessions,warrants,date
E07000173,,,,,2011-01-01
E07000174,,,,,2011-01-01
E07000175,,,,,2011-01-01
E07000176,7.0,6.0,,,2011-01-01
E07000177,21.0,17.0,,7.0,2011-01-01
E07000178,18.0,10.0,,,2011-01-01
E07000179,7.0,,,,2011-01-01
E07000180,,6.0,,,2011-01-01
E07000181,,,,,2011-01-01
E07000187,,,,,2011-01-01
E07000188,6.0,6.0,,,2011-01-01
E07000189,,,,,2011-01-01
E07000190,8.0,6.0,,,2011-01-01
E07000191,,,,,2011-01-01
E07000192,,,,,2011-01-01
E07000193,6.0,,,,2011-01-01
E07000194,,,,,2011-01-01
E07000195,,,,,2011-01-01
E07000196,,,,,2011-01-01
E07000197,7.0,,,,2011-01-01
E07000198,,,,,2011-01-01
E07000199,,,,,2011-01-01
E07000200,,,,,2011-01-01
E07000201,,,,,2011-01-01
E07000202,22.0,11.0,,,2011-01-01
E07000203,,,,,2011-01-01
E07000204,11.0,11.0,,6.0,2011-01-01
E07000205,,,,,2011-01-01
E07000206,14.0,13.0,,,2011-01-01
E07000207,10.0,8.0,,8.0,2011-01-01
E07000208,6.0,,,,2011-01-01
E07000209,7.0,,,,2011-01-01
E07000210,,,,,2011-01-01
E07000211,7.0,,6.0,,2011-01-01
E07000212,,,,,2011-01-01
E07000213,14.0,8.0,,,2011-01-01
E07000214,,,,,2011-01-01
E07000215,,,,,2011-01-01
E07000216,,,,,2011-01-01
E07000217,,,,,2011-01-01
E07000218,,,,,2011-01-01
E07000219,,,,,2011-01-01
E07000220,,,,,2011-01-01
E07000221,,,,,2011-01-01
E07000222,,,,,2011-01-01
E07000223,,6.0,6.0,,2011-01-01
E07000224,20.0,14.0,,,2011-01-01
E07000225,,,,,2011-01-01
E07000226,15.0,9.0,,,2011-01-01
E07000227,,,,,2011-01-01
E07000228,11.0,9.0,,,2011-01-01
E07000229,18.0,14.0,10.0,13.0,2011-01-01
E07000234,,,,,2011-01-01
E07000235,,,,,2011-01-01
E07000236,,,,,2011-01-01
E07000237,,,,,2011-01-01
E07000238,6.0,7.0,,,2011-01-01
E07000239,,,,,2011-01-01
E07000240,8.0,6.0,,,2011-01-01
E07000241,7.0,,,,2011-01-01
E07000242,10.0,,,,2011-01-01
E07000243,9.0,,,,2011-01-01
E08000001,17.0,14.0,7.0,9.0,2011-01-01
E08000002,16.0,8.0,,,2011-01-01
E08000003,70.0,33.0,12.0,16.0,2011-01-01
E08000004,17.0,9.0,,,2011-01-01
E08000005,10.0,,,,2011-01-01
E08000006,37.0,23.0,6.0,,2011-01-01
E08000007,22.0,6.0,,,2011-01-01
E08000008,13.0,7.0,,,2011-01-01
E08000009,7.0,6.0,,,2011-01-01
E08000010,24.0,22.0,8.0,11.0,2011-01-01
E08000011,12.0,7.0,,,2011-01-01
E08000012,29.0,20.0,,11.0,2011-01-01
E08000013,14.0,10.0,,,2011-01-01
E08000014,18.0,11.0,,10.0,2011-01-01
E08000015,51.0,39.0,,14.0,2011-01-01
E08000016,11.0,10.0,,,2011-01-01
E08000017,18.0,11.0,,,2011-01-01
E08000018,8.0,6.0,,,2011-01-01
E08000019,14.0,14.0,6.0,6.0,2011-01-01
E08000021,13.0,7.0,,,2011-01-01
E08000022,9.0,8.0,,8.0,2011-01-01
E08000023,12.0,6.0,,,2011-01-01
E08000024,14.0,8.0,6.0,6.0,2011-01-01
E08000025,100.0,68.0,21.0,32.0,2011-01-01
E08000026,19.0,7.0,,,2011-01-01
E08000027,20.0,7.0,7.0,6.0,2011-01-01
E08000028,25.0,17.0,,6.0,2011-01-01
E08000029,8.0,,,,2011-01-01
E08000030,13.0,9.0,9.0,9.0,2011-01-01
E08000031,27.0,28.0,6.0,9.0,2011-01-01
E08000032,29.0,27.0,10.0,10.0,2011-01-01
E08000033,,7.0,,,2011-01-01
E08000034,32.0,30.0,10.0,18.0,2011-01-01
E08000035,29.0,17.0,6.0,11.0,2011-01-01
E08000036,26.0,18.0,7.0,8.0,2011-01-01
E08000037,11.0,10.0,,,2011-01-01
E09000001,,,,,2011-01-01
E09000002,100.0,49.0,24.0,33.0,2011-01-01
E09000003,247.0,270.0,48.0,126.0,2011-01-01
E09000004,37.0,28.0,19.0,27.0,2011-01-01
E09000005,285.0,377.0,74.0,172.0,2011-01-01
E09000006,44.0,29.0,18.0,28.0,2011-01-01
E09000007,38.0,32.0,9.0,20.0,2011-01-01
E09000008,119.0,81.0,50.0,64.0,2011-01-01
E09000009,79.0,78.0,36.0,66.0,2011-01-01
E09000010,141.0,107.0,55.0,68.0,2011-01-01
E09000011,71.0,40.0,29.0,38.0,2011-01-01
E09000012,102.0,71.0,25.0,39.0,2011-01-01
E09000013,77.0,78.0,21.0,61.0,2011-01-01
E09000014,257.0,192.0,60.0,137.0,2011-01-01
E09000015,109.0,127.0,42.0,42.0,2011-01-01
E09000016,26.0,24.0,11.0,21.0,2011-01-01
E09000017,66.0,46.0,24.0,30.0,2011-01-01
E09000018,92.0,50.0,25.0,39.0,2011-01-01
E09000019,67.0,64.0,14.0,28.0,2011-01-01
E09000020,40.0,26.0,6.0,15.0,2011-01-01
E09000021,15.0,15.0,,6.0,2011-01-01
E09000022,77.0,69.0,31.0,44.0,2011-01-01
E09000023,111.0,81.0,33.0,51.0,2011-01-01
E09000024,41.0,34.0,21.0,31.0,2011-01-01
E09000025,173.0,120.0,50.0,107.0,2011-01-01
E09000026,88.0,52.0,15.0,42.0,2011-01-01
E09000027,16.0,11.0,6.0,10.0,2011-01-01
E09000028,87.0,48.0,10.0,24.0,2011-01-01
E09000029,67.0,61.0,20.0,24.0,2011-01-01
E09000030,70.0,49.0,21.0,46.0,2011-01-01
E09000031,105.0,85.0,39.0,62.0,2011-01-01
E09000032,62.0,52.0,41.0,48.0,2011-01-01
E09000033,118.0,59.0,26.0,35.0,2011-01-01
W06000001,,,,,2011-01-01
W06000002,,,,,2011-01-01
W06000003,11.0,,,,2011-01-01
W06000004,6.0,,,,2011-01-01
W06000005,6.0,,,,2011-01-01
W06000006,10.0,9.0,,,2011-01-01
W06000008,7.0,,,,2011-01-01
W06000009,8.0,,,,2011-01-01
W06000010,10.0,,,,2011-01-01
W06000011,8.0,6.0,,,2011-01-01
W06000012,13.0,6.0,,,2011-01-01
W06000013,17.0,13.0,,,2011-01-01
W06000014,8.0,7.0,,,2011-01-01
W06000015,10.0,9.0,,,2011-01-01
W06000016,14.0,8.0,,,2011-01-01
W06000018,,,,,2011-01-01
W06000019,,,,,2011-01-01
W06000020,,,,,2011-01-01
W06000021,,,,,2011-01-01
W06000022,,,,,2011-01-01
W06000023,,,,,2011-01-01
W06000024,,,,,2011-01-01
E06000001,11.0,,,,2011-04-01
E06000002,7.0,,,,2011-04-01
E06000003,8.0,,,,2011-04-01
E06000004,9.0,8.0,,,2011-04-01
E06000005,6.0,,,,2011-04-01
E06000006,7.0,6.0,,,2011-04-01
E06000007,7.0,7.0,,,2011-04-01
E06000008,8.0,,,,2011-04-01
E06000009,20.0,12.0,,,2011-04-01
E06000010,29.0,12.0,6.0,6.0,2011-04-01
E06000011,22.0,18.0,,6.0,2011-04-01
E06000012,22.0,23.0,,7.0,2011-04-01
E06000013,10.0,10.0,,,2011-04-01
E06000014,6.0,,,,2011-04-01
E06000015,21.0,15.0,,6.0,2011-04-01
E06000016,34.0,23.0,8.0,11.0,2011-04-01
E06000017,,,,,2011-04-01
E06000018,21.0,10.0,,8.0,2011-04-01
E06000019,10.0,,,,2011-04-01
E06000020,22.0,16.0,,11.0,2011-04-01
E06000021,18.0,20.0,10.0,12.0,2011-04-01
E06000022,6.0,,,,2011-04-01
E06000023,30.0,32.0,8.0,13.0,2011-04-01
E06000024,19.0,8.0,,,2011-04-01
E06000025,13.0,7.0,,,2011-04-01
E06000026,16.0,13.0,9.0,9.0,2011-04-01
E06000027,19.0,15.0,11.0,14.0,2011-04-01
E06000028,74.0,46.0,17.0,20.0,2011-04-01
E06000029,19.0,19.0,,14.0,2011-04-01
E06000030,12.0,7.0,,,2011-04-01
E06000031,28.0,19.0,7.0,6.0,2011-04-01
E06000032,61.0,51.0,18.0,39.0,2011-04-01
E06000033,28.0,20.0,9.0,7.0,2011-04-01
E06000034,12.0,12.0,,,2011-04-01
E06000035,28.0,16.0,13.0,12.0,2011-04-01
E06000036,,,,,2011-04-01
E06000037,12.0,12.0,6.0,7.0,2011-04-01
E06000038,15.0,20.0,,7.0,2011-04-01
E06000039,28.0,26.0,17.0,22.0,2011-04-01
E06000040,8.0,7.0,9.0,6.0,2011-04-01
E06000041,,,,,2011-04-01
E06000042,18.0,11.0,7.0,11.0,2011-04-01
E06000043,65.0,42.0,22.0,24.0,2011-04-01
E06000044,61.0,52.0,7.0,21.0,2011-04-01
E06000045,28.0,27.0,10.0,16.0,2011-04-01
E06000046,8.0,,,,2011-04-01
E06000047,14.0,11.0,,6.0,2011-04-01
E06000049,21.0,17.0,,,2011-04-01
E06000050,27.0,16.0,,8.0,2011-04-01
E06000051,18.0,17.0,,9.0,2011-04-01
E06000052,42.0,26.0,14.0,14.0,2011-04-01
E06000054,13.0,15.0,9.0,7.0,2011-04-01
E06000055,11.0,10.0,,6.0,2011-04-01
E06000056,19.0,13.0,,8.0,2011-04-01
E06000057,11.0,,,,2011-04-01
E07000004,7.0,,,,2011-04-01
E07000005,,,,,2011-04-01
E07000006,8.0,,,,2011-04-01
E07000007,8.0,9.0,,6.0,2011-04-01
E07000008,,6.0,,,2011-04-01
E07000009,10.0,7.0,,,2011-04-01
E07000010,11.0,7.0,,,2011-04-01
E07000011,10.0,12.0,,,2011-04-01
E07000012,,,,,2011-04-01
E07000026,,,,,2011-04-01
E07000027,15.0,12.0,,,2011-04-01
E07000028,,,,,2011-04-01
E07000029,,,,,2011-04-01
E07000030,,,,,2011-04-01
E07000031,,,,,2011-04-01
E07000032,,,,,2011-04-01
E07000033,,,,,2011-04-01
E07000034,,,,,2011-04-01
E07000035,,,,,2011-04-01
E07000036,,,,,2011-04-01
E07000037,,,,,2011-04-01
E07000038,,,,,2011-04-01
E07000039,8.0,,,,2011-04-01
E07000040,,,,,2011-04-01
E07000041,7.0,6.0,,,2011-04-01
E07000042,,,,,2011-04-01
E07000043,28.0,26.0,,,2011-04-01
E07000044,,,,,2011-04-01
E07000045,11.0,11.0,,,2011-04-01
E07000046,,,,,2011-04-01
E07000047,,,,,2011-04-01
E07000048,,,,,2011-04-01
E07000049,6.0,,,,2011-04-01
E07000050,,,,,2011-04-01
E07000051,,,,,2011-04-01
E07000052,,,,,2011-04-01
E07000053,17.0,14.0,9.0,12.0,2011-04-01
E07000061,34.0,19.0,,8.0,2011-04-01
E07000062,47.0,24.0,7.0,6.0,2011-04-01
E07000063,6.0,,,,2011-04-01
E07000064,8.0,,,,2011-04-01
E07000065,6.0,,,,2011-04-01
E07000066,11.0,15.0,6.0,6.0,2011-04-01
E07000067,10.0,9.0,,,2011-04-01
E07000068,,,,,2011-04-01
E07000069,12.0,13.0,,8.0,2011-04-01
E07000070,20.0,17.0,6.0,8.0,2011-04-01
E07000071,20.0,20.0,,9.0,2011-04-01
E07000072,10.0,,,,2011-04-01
E07000073,21.0,13.0,,8.0,2011-04-01
E07000074,,,,,2011-04-01
E07000075,9.0,12.0,,7.0,2011-04-01
E07000076,22.0,16.0,8.0,11.0,2011-04-01
E07000077,,,,,2011-04-01
E07000078,,,,,2011-04-01
E07000079,,,,,2011-04-01
E07000080,,,,,2011-04-01
E07000081,21.0,10.0,,7.0,2011-04-01
E07000082,,,,,2011-04-01
E07000083,,,,,2011-04-01
E07000084,22.0,25.0,,10.0,2011-04-01
E07000085,,,,,2011-04-01
E07000086,,,,,2011-04-01
E07000087,,,,,2011-04-01
E07000088,8.0,8.0,,,2011-04-01
E07000089,,,,,2011-04-01
E07000090,9.0,,,,2011-04-01
E07000091,20.0,13.0,6.0,10.0,2011-04-01
E07000092,,,,,2011-04-01
E07000093,10.0,10.0,,,2011-04-01
E07000094,,,,,2011-04-01
E07000095,13.0,,,,2011-04-01
E07000096,,,,,2011-04-01
E07000098,13.0,8.0,,6.0,2011-04-01
E07000099,,,,,2011-04-01
E07000102,8.0,6.0,,,2011-04-01
E07000103,17.0,8.0,,,2011-04-01
E07000105,11.0,9.0,,,2011-04-01
E07000106,9.0,7.0,,,2011-04-01
E07000107,7.0,,,,2011-04-01
E07000108,,6.0,6.0,,2011-04-01
E07000109,7.0,10.0,,,2011-04-01
E07000110,12.0,,8.0,,2011-04-01
E07000111,,7.0,,,2011-04-01
E07000112,20.0,10.0,8.0,,2011-04-01
E07000113,19.0,11.0,,8.0,2011-04-01
E07000114,23.0,19.0,16.0,13.0,2011-04-01
E07000115,,,,,2011-04-01
E07000116,,,,,2011-04-01
E07000117,6.0,,,,2011-04-01
E07000118,,,,,2011-04-01
E07000119,8.0,,,,2011-04-01
E07000120,6.0,,,,2011-04-01
E07000121,13.0,,,,2011-04-01
E07000122,6.0,,,,2011-04-01
E07000123,10.0,10.0,,6.0,2011-04-01
E07000124,,,,,2011-04-01
E07000125,8.0,,,,2011-04-01
E07000126,6.0,,,,2011-04-01
E07000127,,,,,2011-04-01
E07000128,7.0,7.0,,,2011-04-01
E07000129,,,,,2011-04-01
E07000130,6.0,,,,2011-04-01
E07000131,,,,,2011-04-01
E07000132,,,,,2011-04-01
E07000133,,,,,2011-04-01
E07000134,,,,,2011-04-01
E07000135,,,,,2011-04-01
E07000136,,,,,2011-04-01
E07000137,10.0,6.0,,,2011-04-01
E07000138,9.0,9.0,,,2011-04-01
E07000139,,,,,2011-04-01
E07000140,,,,,2011-04-01
E07000141,8.0,,,,2011-04-01
E07000142,,,,,2011-04-01
E07000143,8.0,,,,2011-04-01
E07000144,,,,,2011-04-01
E07000145,16.0,8.0,,,2011-04-01
E07000146,7.0,7.0,,,2011-04-01
E07000147,6.0,,,,2011-04-01
E07000148,6.0,,,,2011-04-01
E07000149,,,,,2011-04-01
E07000150,,,,,2011-04-01
E07000151,,,,,2011-04-01
E07000152,,,,,2011-04-01
E07000153,6.0,,,,2011-04-01
E07000154,21.0,16.0,,6.0,2011-04-01
E07000155,,,,,2011-04-01
E07000156,8.0,,,,2011-04-01
E07000163,,,,,2011-04-01
E07000164,,,,,2011-04-01
E07000165,13.0,15.0,,,2011-04-01
E07000166,,,,,2011-04-01
E07000167,,,,,2011-04-01
E07000168,21.0,18.0,,6.0,2011-04-01
E07000169,6.0,,,,2011-04-01
E07000170,8.0,7.0,,,2011-04-01
E07000171,7.0,7.0,,,2011-04-01
E07000172,,,,,2011-04-01
E07000173,,,,,2011-04-01
E07000174,,,,,2011-04-01
E07000175,7.0,6.0,,,2011-04-01
E07000176,,,,,2011-04-01
E07000177,15.0,15.0,,,2011-04-01
E07000178,12.0,9.0,,,2011-04-01
E07000179,6.0,,,,2011-04-01
E07000180,6.0,,,,2011-04-01
E07000181,,,,,2011-04-01
E07000187,6.0,,,,2011-04-01
E07000188,6.0,,,,2011-04-01
E07000189,7.0,,,,2011-04-01
E07000190,,,,,2011-04-01
E07000191,,,,,2011-04-01
E07000192,6.0,,,,2011-04-01
E07000193,14.0,6.0,,,2011-04-01
E07000194,,,,,2011-04-01
E07000195,,,,,2011-04-01
E07000196,,,,,2011-04-01
E07000197,,9.0,,,2011-04-01
E07000198,,,,,2011-04-01
E07000200,,,,,2011-04-01
E07000201,,,,,2011-04-01
E07000202,21.0,19.0,,,2011-04-01
E07000203,,,,,2011-04-01
E07000204,,7.0,,7.0,2011-04-01
E07000205,,,,,2011-04-01
E07000206,11.0,6.0,,,2011-04-01
E07000207,7.0,,,,2011-04-01
E07000208,,,,,2011-04-01
E07000209,6.0,,,,2011-04-01
E07000210,,,,,2011-04-01
E07000211,,,,,2011-04-01
E07000212,6.0,,,,2011-04-01
E07000213,8.0,,,,2011-04-01
E07000214,,,,,2011-04-01
E07000215,,,,,2011-04-01
E07000216,,,,,2011-04-01
E07000217,,,,,2011-04-01
E07000218,,,,,2011-04-01
E07000219,7.0,,,,2011-04-01
E07000220,,,,,2011-04-01
E07000221,,,,,2011-04-01
E07000222,,,,,2011-04-01
E07000223,7.0,,,,2011-04-01
E07000224,27.0,25.0,8.0,14.0,2011-04-01
E07000225,6.0,,,,2011-04-01
E07000226,16.0,15.0,,,2011-04-01
E07000227,,,,,2011-04-01
E07000228,6.0,,,,2011-04-01
E07000229,33.0,15.0,,6.0,2011-04-01
E07000234,,,,,2011-04-01
E07000236,,,,,2011-04-01
E07000237,,,,,2011-04-01
E07000238,,,,,2011-04-01
E07000239,,,,,2011-04-01
E07000240,20.0,15.0,,,2011-04-01
E07000241,,,,,2011-04-01
E07000242,8.0,,,,2011-04-01
E07000243,,,,,2011-04-01
E08000001,20.0,18.0,,9.0,2011-04-01
E08000002,13.0,10.0,,,2011-04-01
E08000003,57.0,59.0,10.0,28.0,2011-04-01
E08000004,21.0,12.0,,,2011-04-01
E08000005,10.0,6.0,,,2011-04-01
E08000006,20.0,14.0,,6.0,2011-04-01
E08000007,17.0,15.0,,,2011-04-01
E08000008,22.0,12.0,,,2011-04-01
E08000009,12.0,9.0,,,2011-04-01
E08000010,20.0,10.0,7.0,6.0,2011-04-01
E08000011,,,,,2011-04-01
E08000012,33.0,18.0,,11.0,2011-04-01
E08000013,15.0,10.0,,6.0,2011-04-01
E08000014,11.0,10.0,,,2011-04-01
E08000015,33.0,29.0,11.0,13.0,2011-04-01
E08000016,8.0,,,,2011-04-01
E08000017,14.0,8.0,,6.0,2011-04-01
E08000018,,,,,2011-04-01
E08000019,15.0,13.0,6.0,8.0,2011-04-01
E08000021,13.0,9.0,,,2011-04-01
E08000022,9.0,7.0,,,2011-04-01
E08000023,7.0,,,,2011-04-01
E08000024,11.0,10.0,,,2011-04-01
E08000025,103.0,63.0,29.0,36.0,2011-04-01
E08000026,21.0,11.0,,6.0,2011-04-01
E08000027,13.0,9.0,,,2011-04-01
E08000028,35.0,22.0,,9.0,2011-04-01
E08000029,7.0,7.0,,,2011-04-01
E08000030,20.0,10.0,,6.0,2011-04-01
E08000031,19.0,19.0,9.0,14.0,2011-04-01
E08000032,29.0,16.0,6.0,10.0,2011-04-01
E08000033,11.0,8.0,,,2011-04-01
E08000034,27.0,31.0,9.0,15.0,2011-04-01
E08000035,32.0,23.0,6.0,7.0,2011-04-01
E08000036,19.0,21.0,10.0,13.0,2011-04-01
E08000037,8.0,6.0,,,2011-04-01
E09000001,9.0,,,,2011-04-01
E09000002,64.0,54.0,25.0,44.0,2011-04-01
E09000003,134.0,127.0,60.0,109.0,2011-04-01
E09000004,23.0,22.0,19.0,19.0,2011-04-01
E09000005,240.0,196.0,103.0,143.0,2011-04-01
E09000006,76.0,38.0,,24.0,2011-04-01
E09000007,46.0,30.0,6.0,13.0,2011-04-01
E09000008,132.0,121.0,54.0,82.0,2011-04-01
E09000009,116.0,53.0,50.0,45.0,2011-04-01
E09000010,126.0,109.0,45.0,64.0,2011-04-01
E09000011,73.0,52.0,18.0,31.0,2011-04-01
E09000012,106.0,64.0,21.0,47.0,2011-04-01
E09000013,98.0,59.0,47.0,32.0,2011-04-01
E09000014,172.0,197.0,66.0,107.0,2011-04-01
E09000015,109.0,75.0,31.0,68.0,2011-04-01
E09000016,39.0,18.0,13.0,16.0,2011-04-01
E09000017,68.0,36.0,27.0,30.0,2011-04-01
E09000018,83.0,62.0,38.0,48.0,2011-04-01
E09000019,51.0,49.0,17.0,28.0,2011-04-01
E09000020,32.0,36.0,9.0,13.0,2011-04-01
E09000021,25.0,14.0,,,2011-04-01
E09000022,98.0,52.0,25.0,37.0,2011-04-01
E09000023,99.0,55.0,35.0,42.0,2011-04-01
E09000024,40.0,37.0,17.0,26.0,2011-04-01
E09000025,180.0,116.0,83.0,88.0,2011-04-01
E09000026,86.0,55.0,24.0,40.0,2011-04-01
E09000027,21.0,10.0,7.0,9.0,2011-04-01
E09000028,60.0,51.0,35.0,34.0,2011-04-01
E09000029,28.0,27.0,13.0,15.0,2011-04-01
E09000030,72.0,53.0,18.0,32.0,2011-04-01
E09000031,104.0,87.0,36.0,76.0,2011-04-01
E09000032,66.0,56.0,28.0,35.0,2011-04-01
E09000033,101.0,82.0,30.0,49.0,2011-04-01
W06000001,,,,,2011-04-01
W06000002,,,,,2011-04-01
W06000003,11.0,7.0,,6.0,2011-04-01
W06000004,,,,,2011-04-01
W06000005,,,,,2011-04-01
W06000006,,,,,2011-04-01
W06000008,8.0,,,,2011-04-01
W06000009,7.0,,,,2011-04-01
W06000010,12.0,11.0,,,2011-04-01
W06000011,,,,,2011-04-01
W06000012,6.0,,,,2011-04-01
W06000013,16.0,10.0,,6.0,2011-04-01
W06000014,8.0,,,,2011-04-01
W06000015,21.0,8.0,,,2011-04-01
W06000016,11.0,9.0,,,2011-04-01
W06000018,6.0,,,,2011-04-01
W06000019,6.0,,,,2011-04-01
W06000020,,,,,2011-04-01
W06000021,,,,,2011-04-01
W06000022,,,,,2011-04-01
W06000023,,,,,2011-04-01
W06000024,,,,,2011-04-01
E06000001,,,,,2011-07-01
E06000002,8.0,8.0,,,2011-07-01
E06000003,7.0,7.0,,,2011-07-01
E06000004,7.0,,,,2011-07-01
E06000005,,,,,2011-07-01
E06000006,,,,,2011-07-01
E06000007,8.0,,,,2011-07-01
E06000008,12.0,8.0,,,2011-07-01
E06000009,22.0,20.0,,11.0,2011-07-01
E06000010,23.0,26.0,,8.0,2011-07-01
E06000011,24.0,18.0,,7.0,2011-07-01
E06000012,11.0,8.0,8.0,7.0,2011-07-01
E06000013,8.0,10.0,,,2011-07-01
E06000014,6.0,,,,2011-07-01
E06000015,13.0,11.0,,,2011-07-01
E06000016,44.0,25.0,11.0,15.0,2011-07-01
E06000017,,,,,2011-07-01
E06000018,24.0,16.0,,,2011-07-01
E06000019,12.0,12.0,,,2011-07-01
E06000020,9.0,9.0,13.0,,2011-07-01
E06000021,17.0,17.0,8.0,7.0,2011-07-01
E06000022,8.0,,,,2011-07-01
E06000023,48.0,22.0,,11.0,2011-07-01
E06000024,11.0,13.0,6.0,7.0,2011-07-01
E06000025,6.0,9.0,,,2011-07-01
E06000026,26.0,17.0,,,2011-07-01
E06000027,22.0,20.0,8.0,8.0,2011-07-01
E06000028,72.0,67.0,21.0,31.0,2011-07-01
E06000029,27.0,15.0,8.0,10.0,2011-07-01
E06000030,13.0,13.0,,,2011-07-01
E06000031,44.0,22.0,,6.0,2011-07-01
E06000032,55.0,33.0,21.0,20.0,2011-07-01
E06000033,38.0,23.0,,9.0,2011-07-01
E06000034,9.0,9.0,6.0,9.0,2011-07-01
E06000035,34.0,18.0,6.0,11.0,2011-07-01
E06000036,,,,,2011-07-01
E06000037,13.0,14.0,,6.0,2011-07-01
E06000038,31.0,23.0,7.0,7.0,2011-07-01
E06000039,42.0,26.0,16.0,21.0,2011-07-01
E06000040,14.0,,,,2011-07-01
E06000041,,,,,2011-07-01
E06000042,32.0,21.0,9.0,9.0,2011-07-01
E06000043,66.0,59.0,24.0,41.0,2011-07-01
E06000044,52.0,50.0,18.0,41.0,2011-07-01
E06000045,23.0,18.0,7.0,10.0,2011-07-01
E06000046,25.0,12.0,,,2011-07-01
E06000047,17.0,10.0,,7.0,2011-07-01
E06000049,16.0,9.0,,,2011-07-01
E06000050,17.0,20.0,9.0,10.0,2011-07-01
E06000051,13.0,12.0,7.0,,2011-07-01
E06000052,48.0,39.0,8.0,13.0,2011-07-01
E06000054,23.0,11.0,,7.0,2011-07-01
E06000055,14.0,8.0,,,2011-07-01
E06000056,14.0,18.0,7.0,6.0,2011-07-01
E06000057,16.0,15.0,,,2011-07-01
E07000004,6.0,,,,2011-07-01
E07000005,,,,,2011-07-01
E07000006,,6.0,7.0,7.0,2011-07-01
E07000007,10.0,9.0,,,2011-07-01
E07000008,12.0,8.0,,,2011-07-01
E07000009,,6.0,,,2011-07-01
E07000010,14.0,13.0,6.0,8.0,2011-07-01
E07000011,9.0,,,,2011-07-01
E07000012,7.0,,,,2011-07-01
E07000026,,,,,2011-07-01
E07000027,9.0,10.0,6.0,,2011-07-01
E07000028,,,,,2011-07-01
E07000029,,,,,2011-07-01
E07000030,,,,,2011-07-01
E07000031,7.0,,,,2011-07-01
E07000032,,,,,2011-07-01
E07000033,7.0,6.0,,,2011-07-01
E07000034,,,,,2011-07-01
E07000035,,,,,2011-07-01
E07000036,8.0,8.0,,,2011-07-01
E07000037,,,,,2011-07-01
E07000038,,,,,2011-07-01
E07000039,,,,,2011-07-01
E07000040,9.0,8.0,,,2011-07-01
E07000041,9.0,,,,2011-07-01
E07000042,9.0,,,,2011-07-01
E07000043,13.0,7.0,,,2011-07-01
E07000044,,,,,2011-07-01
E07000045,14.0,7.0,,,2011-07-01
E07000046,,,,,2011-07-01
E07000047,,,,,2011-07-01
E07000048,,,,,2011-07-01
E07000049,,,,,2011-07-01
E07000050,,,,,2011-07-01
E07000051,,,,,2011-07-01
E07000052,,,,,2011-07-01
E07000053,13.0,13.0,,,2011-07-01
E07000061,11.0,21.0,9.0,7.0,2011-07-01
E07000062,34.0,33.0,15.0,16.0,2011-07-01
E07000063,,,,,2011-07-01
E07000064,9.0,6.0,,,2011-07-01
E07000065,9.0,,,,2011-07-01
E07000066,16.0,9.0,,,2011-07-01
E07000067,,,,,2011-07-01
E07000068,,,,,2011-07-01
E07000069,19.0,7.0,,,2011-07-01
E07000070,12.0,13.0,9.0,7.0,2011-07-01
E07000071,24.0,22.0,,,2011-07-01
E07000072,8.0,9.0,,,2011-07-01
E07000073,31.0,19.0,,6.0,2011-07-01
E07000074,,,,,2011-07-01
E07000075,6.0,6.0,,,2011-07-01
E07000076,15.0,11.0,,,2011-07-01
E07000077,,,,,2011-07-01
E07000078,,,,,2011-07-01
E07000079,,,,,2011-07-01
E07000080,,,,,2011-07-01
E07000081,14.0,16.0,8.0,11.0,2011-07-01
E07000082,8.0,,,,2011-07-01
E07000083,,,,,2011-07-01
E07000084,24.0,16.0,7.0,,2011-07-01
E07000085,,,,,2011-07-01
E07000086,,,,,2011-07-01
E07000087,14.0,6.0,,,2011-07-01
E07000088,6.0,,,,2011-07-01
E07000089,,,,,2011-07-01
E07000090,7.0,,,,2011-07-01
E07000091,7.0,11.0,6.0,6.0,2011-07-01
E07000092,6.0,,,,2011-07-01
E07000093,,8.0,,,2011-07-01
E07000094,,,,,2011-07-01
E07000095,7.0,7.0,,6.0,2011-07-01
E07000096,7.0,,,,2011-07-01
E07000098,11.0,9.0,,,2011-07-01
E07000099,,,,,2011-07-01
E07000102,9.0,7.0,,,2011-07-01
E07000103,24.0,13.0,,12.0,2011-07-01
E07000105,8.0,,,,2011-07-01
E07000106,11.0,8.0,,7.0,2011-07-01
E07000107,12.0,,,,2011-07-01
E07000108,8.0,6.0,,,2011-07-01
E07000109,12.0,,,,2011-07-01
E07000110,20.0,8.0,,7.0,2011-07-01
E07000111,6.0,,,,2011-07-01
E07000112,12.0,13.0,,8.0,2011-07-01
E07000113,17.0,7.0,8.0,7.0,2011-07-01
E07000114,33.0,32.0,7.0,13.0,2011-07-01
E07000115,,,,,2011-07-01
E07000116,,,,,2011-07-01
E07000117,10.0,,,,2011-07-01
E07000118,,,,,2011-07-01
E07000119,8.0,,,,2011-07-01
E07000120,,,,,2011-07-01
E07000121,15.0,18.0,,,2011-07-01
E07000122,,,,,2011-07-01
E07000123,12.0,7.0,,,2011-07-01
E07000124,,,,,2011-07-01
E07000125,7.0,6.0,,,2011-07-01
E07000126,8.0,8.0,,,2011-07-01
E07000127,,,,,2011-07-01
E07000128,6.0,,,,2011-07-01
E07000129,,,,,2011-07-01
E07000130,8.0,6.0,,,2011-07-01
E07000131,,,,,2011-07-01
E07000132,,,,,2011-07-01
E07000133,,,,,2011-07-01
