la_code,claims,outright_orders,repossessions,warrants,date
E08000023,8.0,9.0,6.0,7.0,2007-04-01
E08000024,8.0,7.0,,,2007-04-01
E08000025,146.0,91.0,47.0,57.0,2007-04-01
E08000026,6.0,,,,2007-04-01
E08000027,14.0,7.0,,,2007-04-01
E08000028,27.0,24.0,11.0,14.0,2007-04-01
E08000029,8.0,6.0,,,2007-04-01
E08000030,14.0,11.0,,8.0,2007-04-01
E08000031,25.0,11.0,,,2007-04-01
E08000032,25.0,29.0,10.0,11.0,2007-04-01
E08000033,16.0,13.0,6.0,8.0,2007-04-01
E08000034,42.0,27.0,8.0,16.0,2007-04-01
E08000035,31.0,26.0,7.0,9.0,2007-04-01
E08000036,18.0,19.0,,7.0,2007-04-01
E08000037,21.0,12.0,,,2007-04-01
E09000002,34.0,20.0,11.0,17.0,2007-04-01
E09000003,164.0,106.0,50.0,125.0,2007-04-01
E09000004,31.0,27.0,10.0,20.0,2007-04-01
E09000005,294.0,230.0,110.0,153.0,2007-04-01
E09000006,37.0,24.0,17.0,16.0,2007-04-01
E09000007,75.0,60.0,17.0,37.0,2007-04-01
E09000008,123.0,104.0,43.0,73.0,2007-04-01
E09000009,145.0,80.0,36.0,59.0,2007-04-01
E09000010,161.0,121.0,48.0,86.0,2007-04-01
E09000011,55.0,35.0,9.0,28.0,2007-04-01
E09000012,131.0,84.0,16.0,61.0,2007-04-01
E09000013,33.0,26.0,15.0,19.0,2007-04-01
E09000014,220.0,177.0,98.0,178.0,2007-04-01
E09000015,128.0,122.0,65.0,90.0,2007-04-01
E09000016,12.0,11.0,11.0,12.0,2007-04-01
E09000017,57.0,39.0,23.0,26.0,2007-04-01
E09000018,84.0,51.0,28.0,29.0,2007-04-01
E09000019,68.0,72.0,17.0,55.0,2007-04-01
E09000020,39.0,23.0,6.0,11.0,2007-04-01
E09000021,15.0,11.0,,,2007-04-01
E09000022,83.0,54.0,24.0,42.0,2007-04-01
E09000023,121.0,78.0,41.0,62.0,2007-04-01
E09000024,38.0,35.0,14.0,25.0,2007-04-01
E09000025,174.0,108.0,66.0,73.0,2007-04-01
E09000026,61.0,35.0,24.0,30.0,2007-04-01
E09000027,16.0,12.0,,,2007-04-01
E09000028,62.0,37.0,17.0,24.0,2007-04-01
E09000029,32.0,24.0,11.0,17.0,2007-04-01
E09000030,60.0,25.0,8.0,20.0,2007-04-01
E09000031,73.0,51.0,28.0,48.0,2007-04-01
E09000032,109.0,67.0,26.0,54.0,2007-04-01
E09000033,67.0,45.0,23.0,33.0,2007-04-01
W06000001,10.0,,,,2007-04-01
W06000002,,,,,2007-04-01
W06000003,14.0,11.0,,,2007-04-01
W06000004,10.0,10.0,,,2007-04-01
W06000005,,,,,2007-04-01
W06000006,,,,,2007-04-01
W06000008,6.0,,,,2007-04-01
W06000009,,,,,2007-04-01
W06000010,,7.0,,,2007-04-01
W06000011,,6.0,,,2007-04-01
W06000012,,,,,2007-04-01
W06000013,12.0,,,,2007-04-01
W06000014,10.0,,,,2007-04-01
W06000015,21.0,14.0,,6.0,2007-04-01
W06000016,14.0,7.0,,,2007-04-01
W06000018,17.0,8.0,,,2007-04-01
W06000019,9.0,7.0,,,2007-04-01
W06000020,,,,,2007-04-01
W06000021,,,,,2007-04-01
W06000022,,,,,2007-04-01
W06000023,,,,,2007-04-01
W06000024,9.0,9.0,,,2007-04-01
E06000001,12.0,7.0,,,2007-07-01
E06000002,6.0,,,,2007-07-01
E06000003,7.0,,,,2007-07-01
E06000004,11.0,,,,2007-07-01
E06000005,7.0,,,,2007-07-01
E06000006,7.0,,,,2007-07-01
E06000007,,,,,2007-07-01
E06000008,18.0,14.0,,,2007-07-01
E06000009,19.0,16.0,,,2007-07-01
E06000010,34.0,35.0,13.0,20.0,2007-07-01
E06000011,24.0,17.0,,9.0,2007-07-01
E06000012,27.0,18.0,6.0,8.0,2007-07-01
E06000013,12.0,6.0,,,2007-07-01
E06000014,,,,,2007-07-01
E06000015,15.0,15.0,,6.0,2007-07-01
E06000016,44.0,33.0,20.0,29.0,2007-07-01
E06000017,,,,,2007-07-01
E06000018,17.0,13.0,7.0,,2007-07-01
E06000019,18.0,17.0,,,2007-07-01
E06000020,9.0,10.0,,,2007-07-01
E06000021,20.0,21.0,9.0,9.0,2007-07-01
E06000022,16.0,13.0,,8.0,2007-07-01
E06000023,40.0,34.0,11.0,14.0,2007-07-01
E06000024,11.0,9.0,,,2007-07-01
E06000025,12.0,7.0,,,2007-07-01
E06000026,20.0,9.0,6.0,7.0,2007-07-01
E06000027,23.0,24.0,10.0,10.0,2007-07-01
E06000028,37.0,33.0,12.0,18.0,2007-07-01
E06000029,19.0,22.0,8.0,15.0,2007-07-01
E06000030,11.0,6.0,,,2007-07-01
E06000031,33.0,27.0,8.0,8.0,2007-07-01
E06000032,46.0,29.0,9.0,21.0,2007-07-01
E06000033,22.0,22.0,,11.0,2007-07-01
E06000034,10.0,7.0,,,2007-07-01
E06000035,42.0,33.0,18.0,25.0,2007-07-01
E06000036,,,,,2007-07-01
E06000037,13.0,15.0,,6.0,2007-07-01
E06000038,23.0,19.0,9.0,13.0,2007-07-01
E06000039,29.0,24.0,11.0,15.0,2007-07-01
E06000040,13.0,11.0,,,2007-07-01
E06000041,,,,,2007-07-01
E06000042,25.0,19.0,,6.0,2007-07-01
E06000043,71.0,46.0,25.0,29.0,2007-07-01
E06000044,35.0,26.0,11.0,14.0,2007-07-01
E06000045,26.0,13.0,,7.0,2007-07-01
E06000046,15.0,13.0,,,2007-07-01
E06000047,18.0,11.0,,,2007-07-01
E06000049,16.0,13.0,,,2007-07-01
E06000050,12.0,9.0,,8.0,2007-07-01
E06000051,18.0,12.0,,,2007-07-01
E06000052,46.0,51.0,9.0,11.0,2007-07-01
E06000054,18.0,17.0,9.0,10.0,2007-07-01
E06000055,16.0,11.0,,6.0,2007-07-01
E06000056,15.0,10.0,,,2007-07-01
E06000057,13.0,14.0,,,2007-07-01
E07000004,6.0,,,,2007-07-01
E07000005,,,,,2007-07-01
E07000006,,,,,2007-07-01
E07000007,14.0,13.0,,6.0,2007-07-01
E07000008,6.0,,,,2007-07-01
E07000009,,,,,2007-07-01
E07000010,12.0,12.0,7.0,10.0,2007-07-01
E07000011,8.0,9.0,,,2007-07-01
E07000012,6.0,,,,2007-07-01
E07000026,,,,,2007-07-01
E07000027,9.0,,,,2007-07-01
E07000028,,,,,2007-07-01
E07000029,,,,,2007-07-01
E07000030,,,,,2007-07-01
E07000031,7.0,,,,2007-07-01
E07000032,,,,,2007-07-01
E07000033,7.0,,,,2007-07-01
E07000034,6.0,,,,2007-07-01
E07000035,,,,,2007-07-01
E07000036,,,,,2007-07-01
E07000037,6.0,6.0,,,2007-07-01
E07000038,,,,,2007-07-01
E07000039,,6.0,,,2007-07-01
E07000040,15.0,15.0,,12.0,2007-07-01
E07000041,7.0,7.0,,,2007-07-01
E07000042,,7.0,,,2007-07-01
E07000043,23.0,14.0,,,2007-07-01
E07000044,,,,,2007-07-01
E07000045,8.0,6.0,,,2007-07-01
E07000046,6.0,,,,2007-07-01
E07000047,,,,,2007-07-01
E07000048,,,,,2007-07-01
E07000049,,,,,2007-07-01
E07000050,6.0,,,,2007-07-01
E07000051,,,,,2007-07-01
E07000052,10.0,7.0,,,2007-07-01
E07000053,20.0,12.0,9.0,8.0,2007-07-01
E07000061,26.0,24.0,22.0,23.0,2007-07-01
E07000062,34.0,27.0,10.0,13.0,2007-07-01
E07000063,,,,,2007-07-01
E07000064,,,,,2007-07-01
E07000065,7.0,6.0,,,2007-07-01
E07000066,14.0,10.0,,,2007-07-01
E07000067,,,,,2007-07-01
E07000068,8.0,,,,2007-07-01
E07000069,7.0,,,,2007-07-01
E07000070,7.0,8.0,6.0,,2007-07-01
E07000071,23.0,16.0,7.0,12.0,2007-07-01
E07000072,,,,,2007-07-01
E07000073,18.0,13.0,10.0,9.0,2007-07-01
E07000074,,,,,2007-07-01
E07000075,8.0,7.0,,,2007-07-01
E07000076,22.0,14.0,,7.0,2007-07-01
E07000077,,,,,2007-07-01
E07000078,6.0,,,,2007-07-01
E07000079,,,,,2007-07-01
E07000080,,,,,2007-07-01
E07000081,13.0,,,,2007-07-01
E07000082,,,,,2007-07-01
E07000083,,6.0,,,2007-07-01
E07000084,12.0,,,,2007-07-01
E07000085,19.0,11.0,,8.0,2007-07-01
E07000086,,,,,2007-07-01
E07000087,,,,,2007-07-01
E07000088,7.0,,,,2007-07-01
E07000089,,,,,2007-07-01
E07000090,7.0,,,,2007-07-01
E07000091,15.0,11.0,,,2007-07-01
E07000092,,,,,2007-07-01
E07000093,,,,,2007-07-01
E07000094,,,,,2007-07-01
E07000095,6.0,8.0,,6.0,2007-07-01
E07000096,,,,,2007-07-01
E07000098,7.0,12.0,,,2007-07-01
E07000099,6.0,,,,2007-07-01
E07000102,,,,,2007-07-01
E07000103,12.0,6.0,,,2007-07-01
E07000105,9.0,8.0,,,2007-07-01
E07000106,15.0,8.0,,,2007-07-01
E07000107,6.0,,,,2007-07-01
E07000108,8.0,7.0,,,2007-07-01
E07000109,7.0,,,,2007-07-01
E07000110,14.0,8.0,,7.0,2007-07-01
E07000111,,,,,2007-07-01
E07000112,12.0,16.0,10.0,11.0,2007-07-01
E07000113,18.0,14.0,,,2007-07-01
E07000114,20.0,10.0,,7.0,2007-07-01
E07000115,9.0,7.0,,,2007-07-01
E07000116,,,,,2007-07-01
E07000117,10.0,7.0,,,2007-07-01
E07000118,,,,,2007-07-01
E07000119,9.0,8.0,,,2007-07-01
E07000120,14.0,,,,2007-07-01
E07000121,21.0,13.0,,,2007-07-01
E07000122,7.0,,,,2007-07-01
E07000123,13.0,10.0,11.0,10.0,2007-07-01
E07000124,,,,,2007-07-01
E07000125,,,,,2007-07-01
E07000126,8.0,,,,2007-07-01
E07000127,8.0,,,,2007-07-01
E07000128,14.0,15.0,6.0,8.0,2007-07-01
E07000129,,7.0,,,2007-07-01
E07000130,7.0,,,,2007-07-01
E07000131,,,,,2007-07-01
E07000132,,,,,2007-07-01
E07000133,,,,,2007-07-01
E07000134,,,,,2007-07-01
E07000135,,,,,2007-07-01
E07000136,,,,,2007-07-01
E07000137,10.0,8.0,6.0,,2007-07-01
E07000138,11.0,7.0,,,2007-07-01
E07000139,,,,,2007-07-01
E07000140,,,,,2007-07-01
E07000141,11.0,7.0,,,2007-07-01
E07000142,15.0,11.0,,,2007-07-01
E07000143,11.0,13.0,,6.0,2007-07-01
E07000144,,,,,2007-07-01
E07000145,9.0,12.0,7.0,9.0,2007-07-01
E07000146,10.0,6.0,,,2007-07-01
E07000147,6.0,,,,2007-07-01
E07000148,9.0,8.0,,,2007-07-01
E07000149,,,,,2007-07-01
E07000150,,,,,2007-07-01
E07000151,,,,,2007-07-01
E07000152,,,,,2007-07-01
E07000153,,,,,2007-07-01
E07000154,12.0,8.0,,,2007-07-01
E07000155,,,,,2007-07-01
E07000156,,,,,2007-07-01
E07000163,,,,,2007-07-01
E07000164,,,,,2007-07-01
E07000165,14.0,14.0,,,2007-07-01
E07000166,,,,,2007-07-01
E07000167,,,,,2007-07-01
E07000168,8.0,14.0,,6.0,2007-07-01
E07000169,,,,,2007-07-01
E07000170,,,,,2007-07-01
E07000171,,,,,2007-07-01
E07000172,,,,,2007-07-01
E07000173,,,,,2007-07-01
E07000174,9.0,7.0,,,2007-07-01
E07000175,,,,,2007-07-01
E07000176,,,,,2007-07-01
E07000177,7.0,8.0,,,2007-07-01
E07000178,6.0,6.0,,,2007-07-01
E07000179,,,,,2007-07-01
E07000180,7.0,6.0,,,2007-07-01
E07000181,9.0,10.0,,7.0,2007-07-01
E07000187,6.0,7.0,,,2007-07-01
E07000188,,,,,2007-07-01
E07000189,15.0,6.0,,,2007-07-01
E07000190,8.0,7.0,,,2007-07-01
E07000191,,,,,2007-07-01
E07000192,9.0,8.0,,6.0,2007-07-01
E07000193,8.0,9.0,,,2007-07-01
E07000194,,,,,2007-07-01
E07000195,11.0,8.0,,6.0,2007-07-01
E07000196,,,,,2007-07-01
E07000197,,,,,2007-07-01
E07000198,,,,,2007-07-01
E07000199,,,,,2007-07-01
E07000200,,,,,2007-07-01
E07000201,,,,,2007-07-01
E07000202,,,,,2007-07-01
E07000203,,,,,2007-07-01
E07000204,,6.0,,,2007-07-01
E07000205,,,,,2007-07-01
E07000206,13.0,9.0,,,2007-07-01
E07000207,,,,,2007-07-01
E07000208,,,,,2007-07-01
E07000209,,,,,2007-07-01
E07000210,,,,,2007-07-01
E07000211,,8.0,,,2007-07-01
E07000212,,,,,2007-07-01
E07000213,6.0,,,,2007-07-01
E07000214,,,,,2007-07-01
E07000215,6.0,,,,2007-07-01
E07000216,,,,,2007-07-01
E07000217,8.0,6.0,,,2007-07-01
E07000218,,,,,2007-07-01
E07000219,,,,,2007-07-01
E07000220,6.0,,,,2007-07-01
E07000221,9.0,11.0,,,2007-07-01
E07000222,8.0,,,,2007-07-01
E07000223,6.0,7.0,,6.0,2007-07-01
E07000224,25.0,15.0,,,2007-07-01
E07000225,9.0,6.0,,,2007-07-01
E07000226,12.0,9.0,,,2007-07-01
E07000227,,,,,2007-07-01
E07000228,8.0,6.0,,,2007-07-01
E07000229,21.0,16.0,8.0,8.0,2007-07-01
E07000234,,,,,2007-07-01
E07000235,,,,,2007-07-01
E07000236,,,,,2007-07-01
E07000237,7.0,,,,2007-07-01
E07000238,,,,,2007-07-01
E07000239,,,,,2007-07-01
E07000240,,,,,2007-07-01
E07000241,,6.0,,,2007-07-01
E07000242,11.0,6.0,,,2007-07-01
E07000243,15.0,9.0,,,2007-07-01
E08000001,32.0,19.0,,8.0,2007-07-01
E08000002,28.0,16.0,9.0,8.0,2007-07-01
E08000003,103.0,76.0,12.0,27.0,2007-07-01
E08000004,29.0,18.0,6.0,9.0,2007-07-01
E08000005,17.0,10.0,,,2007-07-01
E08000006,21.0,12.0,,,2007-07-01
E08000007,11.0,8.0,,,2007-07-01
E08000008,15.0,12.0,,7.0,2007-07-01
E08000009,,7.0,,6.0,2007-07-01
E08000010,26.0,20.0,,7.0,2007-07-01
E08000011,,,,6.0,2007-07-01
E08000012,38.0,33.0,,12.0,2007-07-01
E08000013,7.0,7.0,,7.0,2007-07-01
E08000014,18.0,20.0,,8.0,2007-07-01
E08000015,53.0,34.0,,15.0,2007-07-01
E08000016,12.0,9.0,,,2007-07-01
